id	sentence	syllables
694750254378422272	begged us for a job.	5
694750254378422272	and she went hostile.	5
694750254378422272	A real dummy!	5
694647454365552640	#FITN #Trump	7
693989991953739777	:pm CEDER RAPIDS:	5
693866510578651138	IACaucus Video:	7
693838082282430464	A great guy and great places!	7
693782388564865024	Will loose big to Hillary.	7
693773484984434688	and he endorsed Cruz!	5
693247721453543424	.@oreillyfactor	7
693245205617758208	$,, raised in one hour for our VETS.	7
693144862208757761	#TrumpVia	5
693139866297700352	IACaucus #Trump	7
693082003881775104	#GOPDebate	5
693066810934063104	They were so happy & proud	7
693054880622198784	Good morning America!	7
692945294833643520	Iowa caucus finder:	7
692945294833643520	#GOPDebate	5
692918726795104256	#GOPDebate	5
692766854453006336	Tennessee GOP Poll	5
692762083822301186	You can join me now.	5
692735015428431872	We have too much to get done!	7
692698645863518208	I hate to see this.	5
692054432905850884	Actually, I doubt it!	7
692012875775414273	didnt like paying	5
692000115800825858	Its a disaster.	5
691934371654270976	I will be doing	5
691809933470343169	#FITN #Trump	7
691770256268922880	Just landed in New Hampshire.	7
691745796128165888	Leaving now for New Hampshire.	7
691742501212983296	Ted Cruz is a nervous wreck.	7
691742501212983296	His poll #s are way down!	7
691614582884954113	IPSOS/REUTERS POLL	5
691366453010939904	Thank you, New Hampshire!	5
691262461450715137	I will be on Face	5
691068100830040064	First of many challenges.	7
690994502710874112	You are a fantastic guy!	7
690994502710874112	It will not be forgotten.	7
690994502710874112	Don and Eric say hello!	7
690990909719052288	Truly great people!	5
690990909719052288	Packed house overflow!	5
690708850664669185	Very few listeners sad!	7
690680515800596480	Just received the new Fox poll.	7
690636948864512000	They have been losing for years.	7
690560125916975104	Low energy guy!	5
690337376061788161	Thank you, Iowa!	5
690315366564626433	Thank you, New Hampshire!	5
690313350278819840	Thank you, Iowa!	5
690271688127213568	is a disaster.	5
690180284189310976	Millions spent on me.	5
690180284189310976	He should go home and relax!	7
690176882055114758	But he cant beat me.	5
689941704342921217	Thank you, New Hampshire!	5
689941247549640705	Thank you, Florida!	5
689838094158168064	Great rally in Iowa!	7
689466630741463040	I will see you soon!	5
689451985557331969	Gives #TeamTrump credit.	7
689292259276226561	.@TheBrodyFile	5
689232143818579968	Thank you Jerry and Becki!	7
689173145513791488	A new topic everyday!	7
689096917817671682	NH & IA radio ad:	7
688443772565348352	loan from Goldman Sachs.	5
688428417235218433	Departing NH now	5
688328034651361280	Not much of a reformer!	7
688327093214662657	Not believable	5
688174117929881601	.@GeraldoRivera	7
688174117929881601	You are a true champion!	7
688017079996407808	Graham quit at O.	5
687706466124492800	.@TheBrodyFile	5
687511035385909248	Wont be that way if I win!	7
687510877847851008	I will NOT forget!	5
687510877835280384	Romney campaign,his book,etc.	7
687510877835280384	Why does put him on?	5
687360898491625472	#VoteTrump	5
687353545063030784	THANK YOU, IOWA!	5
687245182127964160	Dont release money.	5
687130047422042112	New leadership fast!	5
687008301356322817	Great doubt, Dems will sue!	5
686764361600364545	Now Stevens cant get a job!	7
686753035637370881	Fantastic job on tonight.	7
686740083265957889	Congratulations and WOW!	7
686634552748584960	New Iowa poll.	5
686573482461794304	Just arrived in New Hampshire.	7
686565549028044800	newspaper from their debate.	7
686558650576539648	Great job on Fox this morning .	7
686558650576539648	Thank you very much!	5
686552289516105728	can do much better than him!	7
686254121435807744	Good poll numberd all over!	7
685977617145663492	Will be back Tuesday!	5
685644333022851072	Great even in SC tonight!	7
685644333022851072	Thank you for coming!	5
685600012043202560	#FoxNews Poll THANK YOU!	7
685571686423461888	Big Crowd look forward to it!	7
685296929656422401	Crowd was amazing.	5
685205850558980097	We love Barbara!	5
685136336920129536	False advertising!	5
685130082646626305	Massive crowd in VT tonight.	7
685054952754941952	How stupid, how desperate!	7
684844313528942599	Please join us PM ET.	5
684817323333693442	Dont like s golf swing.	5
684751768522194944	HAPPY BIRTHDAY to my son, !	7
684751768522194944	Very proud of you!	5
684197871009292292	, people going wild.	5
683712803392323584	Wrong attacked him in & won!	7
683708260784967680	Now Bill is at it again.	7
683418056417251328	#VoteTrump	5
683259029804695552	.@JebBush is a sad case.	7
683140004625936384	Look forward to it!	5
683066224251645953	Look forward to it.	5
682764544402440192	HAPPY NEW YEAR & THANK YOU!	7
682703233492619264	WE MUST ALL WORK TOGETHER	7
682700657304989697	They just want it all to end.	7
682605293856002048	HAPPY BIRTHDAY to my son, !	7
682605293856002048	Very proud of you!	5
682310784563720193	Great poll thank you Nevada!	7
682186402621186049	Big crowd, very exciting	7
682177311622467584	Thanks for the nice words.	5
682048994705584129	#Trump #FITN	7
681847012304797696	Run country my way!	5
681148934685855744	Be smart and win for a change!	7
680484330494386176	Hes spent $ million and is at %.	7
680212039487340544	Great job on today.	5
680212039487340544	Very wise indeed!	5
680205355339497476	.@HallieJackson	5
680160249991553024	CNN even better!	5
680151064188948480	Jeb is at %, Im at %.	5
679691783467610113	Why does give so much airtime.	7
679691783467610113	Still thinks Romney won.	5
679691783467610113	Unfair coverage of Trump	7
679633151237439488	Likeability way up.	7
679633151237439488	CARSON RUBIO	5
679496538117271552	Wow, new Reuters Poll just out.	7
679496538117271552	This is at the top of Drudge!	7
679463426675097600	"Schlonged"" is not vulgar."	5
679431012120702976	Boring and biased!	5
679314834060673024	Thank you New Hampshire!	5
679064247792443393	, thanks for your support	5
679002048734568448	Big progress is being made.	7
679002048734568448	Keep up the great work!	5
678921089565749248	CLINTON DEMOCRAT DEBATE ,,.	7
678903114250985472	This would never have happened!	7
678769142376304640	.@MissUniverse	5
678769142376304640	Great people, great new owner .	7
678722591230701568	Not very presidential!	7
678686794507010048	Hillary does not have that.	7
678355010703515648	postdebate poll with	5
678355010703515648	from previous poll.	5
678242598448943104	Disloyal person!	5
677990258387116032	#VoteTrump	5
677938965589188612	False advertising!	5
677140683174649858	Keep up the great work!	5
677123407142510592	In first place by points.	5
677121102405984256	It was a good night!	5
676947988841910273	#GOPDebate	5
676832614683054081	#TheRemembranceProject	7
676818721223000064	He knows far more than football.	7
676814742313242624	Too bad dopey lies!	5
676790691775643648	hope I get treated fairly!	7
676509769562251264	Highly respected	5
676028565494874113	Chris Wallace at : A.M.	5
675795067035107328	Thank you General.	5
675757322807975936	A great afternoon.	5
675757322807975936	Thank you South Carolina!	7
675643386355916800	: A.M. So much to talk about!	7
675527424604569601	you were great with on tonight.	7
675432232492916736	nobody listens!	5
675417305862569985	Great news in Georgia!	5
675300062403108864	I fixed his rating problem.	7
675298842200440832	just went off the rails.	5
674777043163332608	I hear she will soon be gone!	7
674772697113567233	.@donlemon on at : P.M.	7
674617775697055744	Makes a great holiday gift.	7
674610092344496128	"""Rupert Murdoch Defends Trump:"	7
674370442908577796	Great new poll from NH.	5
674366424467533825	Will be on News tonight at :.	7
674233304682483712	Just won IOWA Poll BIG:	7
674066482322649089	Change your false story failing .	7
674066482322649089	Thank you Iowa!	5
673996874781708288	Look forward to it!	5
673996874781708288	#USSYorktown	5
673981206267039744	Thank you Iowa!	5
673917316837543936	#RememberOurVets	7
673917220121112576	Poor doesnt have what it takes	7
673741357190615040	Is Obama profiling?	7
673672413863927808	Is that all there is?	5
673660010409369602	BIG NIGHT ON TWITTER	5
673641058518069250	Happy Hanukkah!	5
673300588654927872	Thank you for the courtesy.	7
673118526056583170	Such incredible spirit.	7
672877439400460290	.@JRubinBlogger	5
672572285157445632	Watch my live book signing now!	7
672505918941241345	Thank you, New Hampshire!	5
672505918941241345	Great people see you next week!	7
672457332228530176	Such incredible spirit!	7
672149956208271360	Many, many witnesses.	7
672131952628113408	LIVE on #Periscope:	7
672131952628113408	Live with the Donald	5
672028730819244034	I WILL BE ON AT :	5
671807635759345665	Just arrived in New Hampshire.	7
671723475418144768	What is Obama thinking?	7
671394946721685504	We need a great leader now!	7
671330229596659712	New Jerseyans not happy!	7
671329839408930816	they only want negatives!	7
671308887178551296	Others bad also.	5
671080580939964417	Not a press event.	5
671079078502514692	Just watched Cookie Roberts on .	7
670690162687549440	Great love in the air!	5
670381849416482817	National GOP Average	7
670381849416482817	national polls & pollsters.	7
669992629241831424	Great new poll numbers!	5
669861224465743872	Happy Thanksgiving to all.	7
669672417774694400	MUSLIMS DID CELEBRATE ON /	7
669288695938289665	New national poll released.	7
669261326125015043	Will be doing at PM on .	7
669244676176760833	Be tough and get smart!	5
668916575492317184	Much to talk about!	5
668875808585465856	That wasnt the deal!	5
668867262456156160	I want an apology!	7
668563843904380928	is what shes best at!	5
668457318267400193	How many made it?	5
668405215654240256	I will be on show	5
668160214122799104	Next year Ill try & be there	7
667884272850763776	#ICYMI	5
667862319091875841	Many things to talk about!	7
667856744677310465	.@washingtonpost	5
667854350270746624	Thank you, a very wise bet!	7
667788920697053184	See you next Tuesday!	5
667521691015319552	A total failure!	5
667454484172312580	Thank you Worcester,	5
666747465417285633	Much, much, much to talk about!	7
666615398574530560	Is our president insane?	7
666459170552553472	Thank you Tennessee!	5
666350957807206400	Think big & think strong!	5
666235142445408256	a long time ago.	5
666039755038150656	He is a total loser!	7
665991098549075968	Saying it for years!	5
665731237487714304	Great news out of New Hampshire!	7
665524569961287680	He is just so bad!	5
665286593025036289	Boy is this guy tough on me.	7
665281923175071745	Should have been done long ago.	7
665262407254728704	.@CarlyFiorina	7
665262326577262596	.@CarlyFiorina	7
665262326577262596	I didnt say it, he did.	7
665261941913440257	.@CarlyFiorina	7
665261863941337089	.@CarlyFiorina	7
665002786766065664	Thank you Iowa!	5
664949765453443072	An honor thank you!	5
664923008117686272	I will be on with at PM.	7
664772537327448064	"I want ""smart"" trade deals."	5
664578984693354498	.@gerardtbaker	5
664140822678478848	Thank you South Carolina!	7
664136046960099328	Thank you New Jersey!	5
664047664607178752	There is much to talk about!	7
663819248033275908	Greatly appreciated.	7
663779118761312256	.@Betsy_McCaughey	5
663518286915702784	Best ratings in years!	5
663384887521624064	Television ratings for	7
663361401935765504	This after long evening!	7
663345007072530432	So much fun last night!	5
663329293754351616	Will be on at : A.M.	5
663050261431246848	Off to a good start!	5
663045546781855748	.@RobertGBeckel	5
662721166356840448	Will be on tonight.	5
662714441121726465	Happy Birthday to the great .	7
662604464830988288	Such bad reporting:	5
661156823723036672	Marco good looking?	5
660534676851974144	They will be very happy!	7
660460909761069057	Look forward to it!	5
660271677788569600	Great job on tonight.	5
660200940973203456	Happy Birthday to my friend ...	7
660168704047636480	I am selffunding.	5
659928118090690560	Thank you for the nice words on .	7
659827931099754496	PostDebate via .	5
659759194262798336	.@SpeakerRyan	5
659579319166091264	Thank you, Jonathan.	5
659579319166091264	Greatly appreciated!	7
659570405561077760	Even won the Poll!	5
659435111692152832	.@TheEconomist	5
659384553023254528	They just cant say it!	5
659203832128274432	Thank you Iowa!	5
659203832128274432	Great nightsee you soon!	5
658653175126302720	Re Super PAC scam:	5
658434546841600000	Leaving for New Hampshire now.	7
658351460720226304	.@ByronYork	5
658351460720226304	Great numbers from Poll.	5
658315069739180034	BUSH % South Carolina TRUMP	7
658315069739180034	% CARSON % CRUZ % Iowa TRUMP %	7
658277066287226880	The Nation at : on .	5
658270044598702080	Then interviewed on at : A.M.	7
658005322708164608	Questions will be live!	5
658005322708164608	#TrumpToday	5
658005199961894912	#TrumpToday	5
657916019051241472	Leaving for Jacksonville now.	7
657916019051241472	Miami was great.	5
657231408813993984	Congratulations!	5
656937648502775809	he giving to Germany?	7
656781160421421056	Franklin Pierce Poll N.H.	5
656781160421421056	TRUMP (up ) CARSON BUSH	5
656781160421421056	Press will say they are surging!	7
656662886958395392	I hope I do well!	5
656553742859374592	Lots of great new pollsbig leads!	7
656552335074836481	#Hannity	5
655770775258009600	Minds would be changed very fast!	7
655765326672601089	Does everyone remember	7
655743585090932736	.@FoxNewsSunday	5
655729879397376000	On at :A.M. or : A.M.	5
655529490626551808	(depending on location).	7
655529490626551808	Will be tough but good!	5
655114551805915136	Nice story from M	5
655004622172594176	.@scottienhughes	5
655004622172594176	Keep up the great work Scottie.	7
655004622172594176	Polls are best ever!	5
654986743989600256	He may be my son	5
654986743989600256	but he is a special guy!	7
654842303727673344	A third rate talent!	5
654747697497313280	Will be on tomorrow with .	7
654455008113655809	Will be back on at pm on .	7
654309447381188608	Wow, a really tough one!	7
654107797706145792	#DemDebate	5
654100208784162817	#DemDebate	5
654095994842447872	#DemDebate	5
654095559528181760	#DemDebate	5
653987065844113408	look forward to it!	5
653957796778610690	So nice, thank you very much.	7
653950669708259328	#DemDebate	5
653927034582925312	"Very honored: ""Trump Is Tops"	7
652925150942392321	only fair that I go on	7
652919499885268992	I will be back soon.	5
652842996795314176	and we are going to WIN!	7
652838974256508929	(very) smart this time no games!	7
652669321056006144	Big crowds, great people!	5
652610045130219520	MarkThey could use you.	5
652541555870408704	Hope to see you there!	5
652436574395891712	Will be interviewed on at :.	7
652269674202288128	I was so happy	5
652242093881040896	A change was necessary.	7
652150749082746881	Just doesnt have IT!	5
652147714902220800	I hear is in big trouble.	7
652147714902220800	glad I didnt do his show.	7
651899195700285440	Great crowd, great people.	5
651899195700285440	Thanks, will be back soon!	5
651785947525287936	.@politico	5
651412375250280448	.@WayneNewtonMrLV	5
651412375250280448	Thank you very much.	5
650433358472847360	Tune in to see me on with	7
650433358472847360	at am ET. Enjoy!	5
650432676097302532	Love Nashville back soon!	5
650269472058679296	"Both said they ""love"" each other."	7
650269472058679296	They dont word is hate!	5
649420055072141312	Just got back from New Hampshire.	7
649420055072141312	Great crowd, great people!	5
648875968275304448	he will announce soon.	5
648646692649193473	Do you believe this	5
648584020046008324	After GOP Debate	5
647541233137647616	I will be on this Sunday.	7
647483602058481664	Serious haters.	5
647258073451659264	.@megynkelly	5
647258073451659264	All others, Time, Drudge, Slate etc.	7
647258073451659264	said I came in st.	5
647250131365036033	Just watched on television.	7
647250131365036033	Truly doesnt have a clue!	7
647250131365036033	Worst voting record in Sen.	7
647059520787755009	Congratulations!	5
646988301098971137	Will be on at : A.M.	5
646987857597440000	Will be on at : A.M.	5
646704669906063360	Yogi will be missed.	5
646703645053087744	Trump .%, Rubio .%, Bush .%	5
646425970191302656	#YomKippur	5
646322732481835010	Morning Consult poll:	5
646015127293161472	I just wrapped up a Q&A .	7
646013109216350208	.@MarieLeff	5
646012704977747968	.@joycefinance	5
646012458059067392	.@Modern_Do_Good	5
646011965647798272	.@ARealSuperMan	7
646011711716216832	.@HighSock_Sunday	5
646011413211803648	.@KyleStephens	5
646008552071503872	.@dixierhilton	5
645762321755807744	Fiorina has %.	5
645587580059123713	I will be on at :.	5
645399286621044736	A great night in Iowa!	7
645315215643516928	On my way to Iowa.	7
645225684328165376	A no win situation!	7
644362796520615936	#CNNDebate	5
644361232900857857	#CNNDebate	5
643977361021493248	Such a great honor, thank you!	7
643490309322752000	Money down the drain!	5
643467411283386368	Thanks Mark, will be fun.	5
643445473001480192	My honor, thank you.	5
642802749420216320	Unbelievable people.	7
642729073211523072	, that is #HUGE!	5
642464897889095681	Tune in tonight at :.	5
642324754188398592	So original!	5
641699209561907202	Probably true, but not nice!	7
641339495099465728	Im on Bill tonight at PM.	7
640963980069105665	We will all WIN together!	7
640278865584197633	Just cant read speeches!	5
640276587372519424	Then today they embraced it.	7
639499842763497473	LIVE on #Periscope:	7
639265404121141248	We just dont win anymore!	7
639155923991330816	.@kevinolearytv	7
639021108302356480	Thanks for the GREAT poll results!	7
638804903083778048	Remember when u see them	7
638795082154549248	No more Clintons or Bushes!	7
638783663715536896	Congrats everyone	5
638742443685494784	I am self funding.	5
638511155582005248	Great insult to Ohio.	7
638415514402975744	See, I told you so	5
638298477441732608	Thank you Iowa!	5
637606521598312448	Leaving now for Tennessee.	7
637079959203397632	Great job tonight on	5
637079959203397632	I am with you all the way!	7
636907033241997312	Thank you for your nice comments.	7
636740549333098496	Great job on tonight .	5
636601024095109120	You are fantastic!	5
636396365002768384	Just got back from Iowa.	7
635990651738419200	No clue on immigration!	7
635888584558551040	""" Thank you David & CBN News"	7
635809588567257088	This could get very messy!	7
635200284290105344	Just politicians!	5
635184411399618561	It was a great evening!	7
635175769069723648	.@politico	5
634939783257661440	.@jessebwatters	5
634939783257661440	, You did a great job hosting .	7
634724114972966912	Stay true to yourself!	5
634585429619154944	Gang members & criminals	7
634576881011064832	must apologize.	5
634191811930628096	Thank you New Hampshire!	5
634188984097337344	Another great poll result!	7
634180135487447040	Just got back from New Hampshire.	7
633842111209713664	.@MarkSteynOnline	5
633340814379347968	Wrong on so many subjects!	7
633286526412148736	.@NicolleDWallace	5
632577165029076993	LIVE on #Periscope:	7
631921997296087040	Bob Greenblatt & folks were GREAT!	7
631842350961025024	Not under my watch	5
631190010897764352	To shop please visit	5
631190010897764352	it is selling fast!	5
631155501913538560	Hope you enjoy it	5
630906211790102528	Take back our country!	5
630898742707798017	Get them out and build a WALL!	7
630833482600742912	Also, keep up the great work!	7
630807186663415808	.@OMAROSA	5
630764447716540417	Roger Ailes just called.	5
630731186797707264	one!http://t.co/HgfQjE	5
630455091091374080	She has zero chance!	5
629997060830425088	Just got on w/thought	5
629752759009583104	....Dopey should be fired.	5
629557762427604992	Wow, really bombed tonight.	7
628575827790315520	Benjamin Franklin	5
628229516255698944	.@Jrprotalker	5
628229323993030657	Also, great commentary.	7
627841345789558788	from the Koch Brothers.	5
626851685986639872	Politicians are failing.	7
626453353741053952	This is an outrage!	5
626372849301876736	She knows nothing about me.	7
626140315116830721	We must have a wall.	5
626116620646264833	Ronald Reagan	5
626104985571491840	It has to be stopped.	5
626092670801309696	: PLUNDER AND DECEIT	5
626090075445563392	Via cnsnews by	5
625740256743161856	But watch I will win!	5
624935615449186304	Dummy must be thrilled!	5
624911432979755008	Big crowd will be a great day!	7
624677764147335169	I hope you are doing well!	7
624050557829955584	Boycott , no guts, no glory.	7
624039780653903872	I will save the vets!	5
623931297698705408	Lets Trump the Establishment!	7
623931297698705408	We are no longer silent.	7
623911355737899009	MILITARY LIVES MATTER!	7
623863040254021632	Look forward to a big day!	7
623520977591402496	Via by &amp	5
623507779798597634	.@ZachJohnsonPGA	5
623507779798597634	Ive said it for years.	5
623148027579113472	We werent a month ago!	7
622919491366854656	I dont need to be lectured	7
622522682245033984	Via : Donald Trump:	5
622522682245033984	John McCain Is A Loser	7
622465590901514240	I will be back soon.	5
622404796880793600	its really not that hard!	7
622160499183091712	Response to Huffington Post	7
622096536504107008	We can take our country back!	7
622096413149802496	MILITARY LIVES MATTER!	7
622096413149802496	END GUN FREE ZONES!	5
622096255083261952	We are no longer silent!	7
621978771156008960	Get rid of gun free zones.	7
621778112100106240	Ronald Reagan	5
621772160839905281	It is common sense.	5
621771929570148352	Leaving for New Hampshire now.	7
621770572108795905	It must be stopped in Congress.	7
621736275683446784	They are great people!	5
621624949179068416	Not surprised, boring guy (Penn).	7
621409383705133056	.@StephenBaldwin	5
620994157004357632	We are no longer silent.	7
620957579729084416	Come on PresMAKE CALL!	5
620950955073388544	We must build a wall.	5
620639851864543232	Have some fun with this	5
620629175897096193	U.S. paid them $ billion.	5
620415905672118272	but thats what Ive been saying.	7
620339062055010304	Isnt he pathetic?	5
620339062055010304	Love watching him fail!	5
619945962572787712	It is common sense.	5
619945962572787712	We must build a wall!	5
619881244482863105	Love America.	5
619734914750025729	No guts no glory.	5
619264618825969664	Im on s tonight	5
619253372428791808	""" via by Katie McHugh"	7
619220020766330880	Now want to cut troop levels.	7
619192336707395584	Their circulation way down.	7
618443159547322368	U were great last nite on FOX.	7
617707428839325696	They know I am right.	5
617465154138193921	GAME ON: TRUMP RESPONDS TO JEB	7
617112869302366208	.@TheJuanWilliams	5
617100445379633152	Very, very sad!	5
617042193602248704	I am a job creator.	7
617042193602248704	None of the pols can or will.	7
616693070969577473	Double the sanctions!	5
616688843434139648	We must build a wall!	5
616682744660262913	durable goods go	5
616680096976535553	TRUMP DECLARES VICTORY ON	7
616672730319069185	and shes not treated this way!	7
616667451275747329	NBC FIRES TRUMP, KEEPS SHARPTON:	7
616624797527764992	Terrible hypocrites!	7
616364960604647424	Very loyal guy.	5
616353051432079360	.@GovernorPataki	7
616328900885524480	Greatly appreciated!	7
616016438097219585	Get ready for tonight at	7
615977483557543937	, now I know youre smart!	5
615328534215696385	Sincerely, Donald J. Trump	7
615299494339592196	My honor, but it is dead!	7
615266577282375681	Beyond terrible!	5
614047677458841601	I hope he is O.K.	5
613814933860519936	Didnt love it anyway.	7
613472632785240064	Via Trump Surges	5
613412633237176320	My interview on	5
613055410669490176	Thats good business.	5
612997261031776256	you are a true champion!	7
612759913127890944	should not allow this conduct!	7
612669906006470656	Happy Fathers Day to all!	7
611934068050108416	Stop saying I went bankrupt.	7
611306567154147328	Speaking to great patriots .	7
611200270203273216	Only a fool would buy the .	7
611014779885486080	Thank you, Monica.	5
610989232723730432	Keep up the great work.	5
610978553790861313	glad I did your show.	5
610965584415735809	In Iowa now.	5
610817065964990464	Make sure to follow me on .	7
610809354619617280	Watch it live on Periscope!	7
610794978055467010	It is almost time.	5
610460571775991808	LIVE on #Periscope	7
609406106159476736	Looking for Fathers Day gift?	7
609387510297444352	Thanks & I wont let you down.	7
609375920818929664	Trump Golf Links at Ferry Point	7
608366535653097472	"""Dee Dee Sorvino"	5
608069074984304640	Amazing NH poll released!	7
606923196365946881	Its time to do it!	5
606919822434287616	Keep education local!	7
606899053536899074	Get it & enjoy!	5
606710485766033408	Record crowds at both speeches.	7
605804758100631552	healing techniques	5
605454607775625216	Get out there & go for it!	7
605408625461460993	Would never do that!	5
605376614172639232	A wiseguy with no talent.	7
604841582236475392	Met him once, great guy!	5
604838076586856448	Would never do that!	5
604775575635525633	A wiseguy with no talent.	7
604411222906265600	Only I can fix.	5
604379445680590849	Confidence is contagious.	7
604379445680590849	So is lack of confidence.	7
604374790942625792	New Gem in the Bronx	5
604297412442755072	Be innovative!	5
604032923260579840	Watch the video	5
604025531907067905	We can get it done.	5
603870999805833216	"""Watch, listen, and learn."	5
603870999805833216	You cant know it all yourself.	7
603641476984250368	Good advice from my father:	7
603543448545812480	THIS IS TRUE ALSO IN LIFE.	7
603279413464190977	Enjoy the challenge.	5
603167301920235520	(but future NYC treasure) course.	7
601779145627033600	They are our countrys finest.	7
601765352817729536	Trump Golf Links at Ferry Point:	7
601548849904234497	during my my speech!	5
601544572498509824	Nobody else does.	5
601540613276860416	"/c they dont have it."""	5
601480187113512960	A record ,+ sell out	5
601419686941749248	"""Always be prepared to start."	7
601300321680392192	DES MOINES, Iowa	5
601267374105460736	.@KirstenPowers	5
601204211251023874	Signing The Facebook	5
601196905041891328	.@megynkelly	5
601196905041891328	Will be on Fox now.	5
601155815467307009	Be sure to watch on !	5
601125496022310912	We need to hit ISIS hard!	7
601117623695364096	Donald Trump Sends Message to	7
600993273994412033	We love Tom Brady	5
600750431417999360	Thats good business.	5
600698164589502464	FLASHBACK via from :	5
600698164589502464	Its called great vision.	5
600662631045844992	Congrats to on his new show!	7
600359460356419585	Via David Ebner re	7
600106413889855488	He was as clueless as Jeb	7
600104542114480128	He is so confused.	5
599661839329435648	Today is armed forces day.	7
598587170249670656	Sue them, Tom, and make lots of $.	7
598565836866113539	Thanks to for hosting!	5
598563928176721920	#GunRights #TCOT	7
598473815195262977	Time to rebuild the U.S.A.!	7
598463630288560128	Hillary cant build.	5
598463630288560128	They dont have a clue!	5
598462317945315329	TRAIN WRECK just the beginning.	7
598462317945315329	all falling apart.	5
598110553186422784	Worth less than $ billion!	5
597710186338455552	Good luck at The U.S. Open.	7
597006827335852032	He has come a long way fast!	7
596886188411265024	did a great job of winning	7
596886188411265024	tonight played like champions!	7
596798390337466369	#TrumpAdvice	5
596770592088526849	I know the process & win!	7
596758375209246720	Via by Will Folks:	5
596084122436657152	.@Franklin_Graham:	5
596068674731114496	#TrumpAdvice	5
595756537349541888	We want victory.	5
595304360248225793	I will deliver.	5
595269357468520449	Congratulations to and	7
594963283548975107	are all talk and no action.	7
594963283548975107	Our cities need help, and fast.	7
594923443591720961	Just got back from Las Vegas.	7
594923443591720961	The aggressor lost?	5
594610767107751936	.@FloydMayweather	5
594610767107751936	Good luck tonight Floyd.	5
594288873712128000	.@SheriffClarke	5
594226777230286848	Beautiful, thank you.	5
594188557251702784	Via by talks run, jobs at	7
594163626988204032	Get out there and go for it.	7
594150369569026048	Why no riots here?	5
594144659032576001	and its still a total mess.	7
594139327879196672	.@CGasparino	5
593792690896121856	Congrats for winning	5
593519160384040960	The skyline looks better with !	7
592871547309838336	Where is the National Guard.	7
592871547309838336	Police must get tough, and fast!	7
592802472365858816	#TrumpAdvice	5
592698043629215746	#SheldonAdelson	7
591985150575190016	.@PennyPritzker	5
591964196323098624	A fantastic guy!	5
591726417609662465	#TrumpAdvice	5
591437823191973888	.@johnhawkinsrwn	5
591241289628254210	.@GeraldoRivera	7
590983873451978753	China is laughing at us.	7
590977355662946304	#TimeToGetTough	7
590965502027104256	Trump to build five new holes at	7
590962367997050880	Sold out record crowd!	5
590878204153483264	Ailsa Course changes:	5
590756559233351680	Save this conservative voice!	7
590530356702539776	All talk, no action.	5
590527611610206208	": Its all a deal"""	5
590343459552292864	You just dont have what it takes!	7
590337381028474881	National Review	5
590327853885063169	.@megynkelly	5
590203321446719488	.@weeklystandard	5
589211632477327360	Waste of good airtime!	5
589055094819258369	Deduct costs from Mexico!	7
589050639021428736	Obama beats them.	5
588857540663992321	.kimguilfoyle great job tonight!	7
588803158715039744	I am a conservative =	7
588796223622148096	Its time for an outsider	7
588752997959737345	#TBT Trump and Gekko	7
588442758169305090	TEA. TAXED ENOUGH ALREADY!	7
587805039374114816	Sweating profusely!	5
587697939201585153	Dont negate your own power.	7
587377946693869569	The course looks so beautiful.	7
586727620399788032	Way to go Eric!	5
586513528720338944	Watch, it will be good!	5
585096286233370624	#TrumpAdvice	5
584045584765558784	Opens In The Bronx	5
583734218162855938	Oil is under $/barrel.	7
583734218162855938	#ArtOfTheDeal	7
583027796781490176	I will be on tonight at :.	7
581171685186994176	Message to Obama re:	7
581166639858749440	That Couldnt Shoot Straight	5
581154531028926465	Keep an open mind!	5
581059354511671296	U.S. has to get tough!	5
580822097292840961	Many people think that WM	7
580818397862170627	Ronald Reagan	5
580465343933640704	Theyre there for a reason.	7
580441865666850816	Tune in tonight at PM EST!	7
579957213403475968	Will be on at : minutes!	7
578950793874829312	Be clear and concise.	5
576485549873197056	Get new lawyers fast!	5
575753986516652032	Enjoy the challenge.	5
575392590691987456	Benjamin Franklin	5
574886895693467648	Will be on at : minutes.	7
572837930101809153	Thats good business.	5
572419202969047040	"Via by : ""Q&A:"	5
571748803994382336	"Via : ""Donald Trump:"	5
571739313156825088	"Via : ""DONALD TRUMP:"	5
571660093923708928	"; I Dont See Theres Any Way"""	7
569949398190432256	Believe in yourself	5
569903095372779520	THE DONALD GOT A MUSKET	7
569892077858922496	Trump to host #Oscars?	7
568546800212320256	The winner of Best	5
568449198175223808	Pay attention or get crushed.	7
568449198175223808	Watch, listen and learn.	5
568386448266817536	Very sad to watch!	5
568179105344192512	Im Much More Than Five	5
567105378132172800	Global warming anyone?	7
566243131457544193	Monday night at PM	5
565864652295647232	Show will be telecast LIVE!	7
565584569215496194	Dont sell yourself short!	5
565232139860733952	And Now There Are Two	5
565186792047915008	The best vision is insight.	7
564910998860345344	#CelebApprentice	7
564910936092581890	#CelebApprentice	7
563798651194314752	Benjamin Franklin	5
563794173334388736	Golf Club Turnberry, Scotland.	7
563039945439588353	Dont sell yourself short.	5
563027298681896960	Trump Intl Hotel &amp	7
562982521244504064	: Lessons for Entrepreneurs	7
562652880629669889	Great danger to U.S.	5
562640012035248129	Defund Amnesty!	5
562088772188516353	Great going COACH B!	5
561346810485428224	Thanks Patti, I hope they vote	7
561238091294605312	via by Wayne E. Williams	7
561225405898977281	Trump Intl Hotel &amp	7
